CustomerID,Future_purchase
13016.0,0
13017.0,1
13018.0,1
13021.0,1
13023.0,0
13026.0,1
13028.0,1
13029.0,1
13030.0,1
13032.0,1
13034.0,0
13035.0,0
13037.0,0
13038.0,0
13040.0,1
13043.0,0
13044.0,0
13045.0,0
13046.0,1
13047.0,1
13048.0,1
13049.0,0
13050.0,1
13052.0,0
13055.0,0
13058.0,1
13059.0,0
13060.0,0
13061.0,0
13062.0,0
13064.0,1
13066.0,1
13067.0,0
13069.0,1
13070.0,0
13072.0,0
13075.0,0
13077.0,1
13078.0,1
13079.0,1
13080.0,0
13081.0,1
13082.0,0
13083.0,1
13085.0,0
13089.0,1
13090.0,1
13091.0,1
13092.0,0
13093.0,0
13094.0,1
13095.0,0
13097.0,1
13098.0,1
13101.0,0
13102.0,1
13103.0,1
13104.0,1
13106.0,0
13107.0,0
13109.0,1
13110.0,1
13113.0,1
13115.0,1
13116.0,0
13117.0,1
13118.0,1
13120.0,0
13121.0,0
13122.0,0
13124.0,0
13126.0,1
13127.0,0
13130.0,0
13131.0,1
13132.0,0
13133.0,0
13134.0,0
13136.0,1
13137.0,1
13138.0,1
13139.0,1
13140.0,0
13141.0,0
13142.0,1
13144.0,0
13145.0,1
13146.0,1
13147.0,1
13148.0,1
13149.0,1
13151.0,0
13153.0,1
13154.0,0
13155.0,1
13157.0,1
13158.0,0
13159.0,1
13160.0,1
13161.0,0
13162.0,0
13165.0,1
13166.0,0
13167.0,1
13168.0,1
13169.0,0
13170.0,1
13171.0,1
13173.0,1
13174.0,1
13176.0,1
13177.0,0
13178.0,1
13182.0,0
13183.0,1
13184.0,1
13185.0,0
13186.0,1
13187.0,0
13188.0,1
13189.0,1
13192.0,0
13193.0,0
13194.0,0
13196.0,1
13198.0,1
13199.0,1
13200.0,1
13203.0,1
13207.0,1
13208.0,0
13209.0,1
13210.0,0
13211.0,1
13212.0,1
13213.0,1
13216.0,0
13217.0,0
13218.0,0
13220.0,0
13221.0,0
13223.0,0
13224.0,0
13225.0,1
13226.0,0
13227.0,0
13229.0,0
13230.0,1
13232.0,1
13233.0,0
13235.0,0
13236.0,1
13238.0,1
13239.0,0
13240.0,0
13242.0,0
13243.0,0
13244.0,0
13245.0,1
13246.0,1
13247.0,1
13248.0,0
13249.0,0
13253.0,0
13255.0,1
13258.0,1
13259.0,0
13260.0,0
13261.0,0
13262.0,0
13263.0,1
13265.0,0
13266.0,1
13267.0,1
13268.0,1
13269.0,1
13271.0,0
13272.0,1
13273.0,0
13276.0,0
13277.0,1
13278.0,0
13279.0,0
13280.0,0
13282.0,1
13283.0,0
13284.0,0
13285.0,1
13291.0,0
13292.0,1
13294.0,0
13296.0,0
13297.0,1
13298.0,1
13299.0,0
13300.0,0
13301.0,0
13302.0,0
13305.0,1
13307.0,0
13308.0,1
13309.0,1
13310.0,1
13311.0,1
13313.0,1
13314.0,1
13316.0,1
13317.0,0
13318.0,1
13319.0,1
13320.0,0
13321.0,0
13322.0,1
13323.0,1
13324.0,1
13325.0,0
13327.0,1
13328.0,0
13329.0,1
13330.0,0
13332.0,1
13334.0,0
13336.0,0
13338.0,0
13339.0,0
13340.0,0
13341.0,0
13343.0,0
13344.0,0
13345.0,0
13347.0,1
13348.0,1
13349.0,1
13350.0,1
13351.0,0
13352.0,1
13354.0,0
13355.0,0
13356.0,0
13357.0,0
13358.0,0
13359.0,0
13362.0,1
13363.0,1
13364.0,0
13365.0,1
13368.0,0
13372.0,0
13373.0,0
13375.0,0
13376.0,0
13379.0,1
13381.0,1
13382.0,0
13384.0,1
13385.0,0
13388.0,0
13389.0,1
13390.0,0
13391.0,0
13394.0,1
13395.0,0
13396.0,1
13397.0,0
13398.0,0
13402.0,0
13403.0,1
13404.0,1
13405.0,0
13408.0,1
13410.0,1
13411.0,0
13414.0,0
13416.0,1
13417.0,1
13418.0,1
13419.0,0
13420.0,0
13421.0,1
13422.0,0
13425.0,0
13426.0,1
13427.0,1
13428.0,1
13429.0,1
13430.0,1
13431.0,0
13434.0,0
13435.0,1
13436.0,1
13437.0,1
13439.0,0
13441.0,0
13447.0,1
13448.0,1
13449.0,1
13450.0,1
13451.0,1
13452.0,0
13453.0,0
13455.0,1
13456.0,1
13458.0,1
13460.0,1
13461.0,1
13462.0,0
13464.0,0
13466.0,0
13467.0,1
13468.0,1
13470.0,0
13471.0,1
13473.0,1
13474.0,0
13475.0,0
13476.0,0
13477.0,1
13479.0,0
13481.0,1
13482.0,0
13483.0,0
13484.0,0
13485.0,0
13486.0,0
13487.0,1
13488.0,1
13489.0,0
13491.0,1
13492.0,0
13493.0,0
13494.0,0
13495.0,1
13496.0,1
13497.0,0
13499.0,1
13500.0,1
13501.0,0
13502.0,1
13503.0,1
13504.0,0
13505.0,0
13506.0,0
13507.0,1
13508.0,0
13509.0,1
13510.0,1
13512.0,0
13513.0,0
13514.0,0
13515.0,0
13516.0,1
13517.0,0
13518.0,0
13519.0,0
13520.0,0
13521.0,1
13522.0,1
13523.0,1
13524.0,1
13525.0,1
13527.0,1
13529.0,0
13531.0,0
13532.0,1
13533.0,0
13534.0,1
13536.0,1
13538.0,1
13539.0,0
13544.0,1
13546.0,1
13548.0,0
13549.0,1
13551.0,0
13552.0,0
13555.0,0
13557.0,1
13558.0,1
13560.0,1
13561.0,0
13562.0,0
13563.0,0
13564.0,0
13565.0,1
13566.0,0
13568.0,0
13569.0,1
13570.0,0
13571.0,1
13572.0,0
13573.0,1
13575.0,1
13576.0,1
13577.0,0
13579.0,1
13581.0,0
13583.0,0
13584.0,0
13587.0,1
13588.0,1
13589.0,1
13590.0,1
13591.0,1
13592.0,1
13593.0,0
13594.0,0
13596.0,1
13598.0,1
13599.0,1
13600.0,0
13601.0,0
13602.0,0
13603.0,1
13606.0,0
13607.0,0
13610.0,1
13611.0,0
13614.0,1
13615.0,0
13617.0,1
13618.0,0
13621.0,0
13623.0,1
13626.0,0
13627.0,0
13629.0,1
13630.0,1
13631.0,0
13632.0,1
13634.0,1
13635.0,0
13636.0,1
13637.0,1
13638.0,1
13639.0,0
13642.0,0
13643.0,1
13644.0,1
13645.0,0
13647.0,1
13649.0,0
13650.0,1
13651.0,1
13652.0,0
13654.0,1
13655.0,0
13656.0,0
13657.0,1
13658.0,1
13659.0,0
13662.0,0
13663.0,0
13666.0,1
13667.0,0
13668.0,1
13669.0,0
13670.0,0
13672.0,0
13673.0,1
13675.0,0
13678.0,0
13680.0,1
13681.0,1
13682.0,0
13684.0,0
13685.0,1
13686.0,0
13689.0,0
13690.0,0
13692.0,1
13693.0,0
13694.0,1
13695.0,1
13697.0,1
13699.0,0
13700.0,1
13703.0,0
13704.0,1
13705.0,1
13706.0,0
13707.0,0
13708.0,0
13709.0,1
13710.0,1
13711.0,0
13712.0,0
13715.0,0
13716.0,0
13717.0,1
13718.0,0
13719.0,1
13720.0,0
13721.0,1
13722.0,0
13723.0,0
13725.0,0
13726.0,1
13727.0,1
13728.0,1
13730.0,0
13731.0,0
13732.0,1
13735.0,1
13736.0,1
13737.0,0
13739.0,1
13740.0,0
13741.0,0
13742.0,1
13743.0,1
13744.0,0
13745.0,0
13748.0,0
13750.0,1
13751.0,0
13752.0,0
13753.0,0
13754.0,0
13755.0,1
13756.0,1
13758.0,1
13759.0,1
13760.0,1
13761.0,0
13762.0,0
13763.0,0
13764.0,0
13767.0,1
13769.0,1
13771.0,0
13772.0,1
13774.0,0
13777.0,1
13778.0,0
13780.0,1
13781.0,0
13782.0,1
13784.0,1
13787.0,0
13790.0,1
13791.0,1
13792.0,0
13798.0,1
13799.0,0
13800.0,0
13801.0,0
13802.0,0
13803.0,0
13804.0,1
13805.0,1
13806.0,0
13808.0,1
13809.0,0
13810.0,1
13811.0,0
13812.0,0
13813.0,1
13814.0,0
13815.0,1
13816.0,1
13817.0,1
13819.0,0
13821.0,0
13822.0,1
13823.0,1
13824.0,1
13826.0,0
13827.0,0
13828.0,1
13831.0,1
13832.0,1
13833.0,0
13835.0,1
13837.0,0
13838.0,1
13842.0,0
13844.0,1
13845.0,0
13846.0,1
13849.0,0
13850.0,0
13851.0,0
13853.0,1
13854.0,1
13856.0,0
13858.0,0
13859.0,0
13860.0,1
13862.0,1
13863.0,0
13865.0,1
13866.0,0
13867.0,1
13868.0,0
13869.0,0
13870.0,1
13871.0,1
13873.0,0
13875.0,0
13876.0,1
13877.0,0
13878.0,0
13880.0,1
13881.0,1
13882.0,1
13883.0,1
13884.0,1
13885.0,0
13886.0,0
13887.0,0
13888.0,0
13889.0,0
13890.0,1
13892.0,1
13893.0,0
13894.0,1
13895.0,1
13897.0,0
13898.0,0
13899.0,1
13900.0,0
13901.0,0
13904.0,1
13908.0,0
13911.0,1
13914.0,1
13917.0,0
13918.0,0
13919.0,1
13923.0,0
13924.0,1
13925.0,0
13926.0,1
13927.0,0
13928.0,1
13929.0,0
13930.0,0
13931.0,0
13932.0,0
13933.0,0
13934.0,0
13936.0,0
13937.0,0
13938.0,1
13939.0,1
13940.0,1
13941.0,1
13946.0,0
13947.0,0
13949.0,1
13950.0,1
13951.0,0
13952.0,0
13953.0,1
13954.0,1
13955.0,0
13956.0,1
13959.0,0
13960.0,1
13962.0,1
13963.0,0
13967.0,0
13969.0,1
13971.0,1
13972.0,0
13973.0,0
13974.0,1
13975.0,1
13976.0,0
13978.0,1
13979.0,0
13980.0,0
13982.0,1
13983.0,1
13984.0,1
13985.0,1
13986.0,1
13988.0,1
13989.0,0
13990.0,0
13991.0,1
13992.0,1
13993.0,1
13994.0,1
13995.0,1
13999.0,1
14000.0,0
14001.0,0
14002.0,0
14004.0,1
14005.0,1
14006.0,0
14009.0,0
14012.0,0
14013.0,0
14014.0,0
14015.0,0
14016.0,0
14019.0,1
14020.0,1
14021.0,0
14022.0,0
14023.0,1
14024.0,0
14027.0,0
14029.0,0
14030.0,1
14031.0,1
14032.0,1
14034.0,1
14035.0,1
14036.0,0
14037.0,0
14038.0,0
14039.0,0
14040.0,1
14041.0,0
14044.0,1
14045.0,0
14046.0,0
14047.0,1
14048.0,0
14049.0,1
14050.0,0
14051.0,1
14052.0,0
14053.0,0
14054.0,0
14055.0,0
14056.0,1
14057.0,1
14059.0,0
14060.0,1
14062.0,1
14064.0,1
14066.0,0
14067.0,0
14068.0,0
14071.0,1
14073.0,1
14075.0,1
14076.0,0
14077.0,1
14078.0,0
14079.0,0
14080.0,1
14081.0,0
14083.0,1
14085.0,1
14087.0,1
14088.0,1
14089.0,0
14090.0,0
14092.0,1
14093.0,1
14096.0,1
14098.0,0
14099.0,1
14100.0,0
14101.0,0
14102.0,1
14104.0,0
14105.0,0
14107.0,1
14108.0,1
14109.0,1
14110.0,1
14111.0,1
14112.0,1
14113.0,1
14114.0,0
14116.0,1
14117.0,0
14121.0,1
14124.0,0
14125.0,1
14126.0,1
14127.0,0
14128.0,1
14129.0,1
14130.0,0
14132.0,1
14133.0,0
14135.0,1
14138.0,1
14139.0,0
14140.0,1
14141.0,1
14143.0,0
14145.0,1
14146.0,1
14147.0,0
14148.0,0
14149.0,0
14150.0,1
14152.0,0
14154.0,0
14155.0,0
14156.0,1
14157.0,1
14158.0,1
14159.0,1
14161.0,0
14162.0,0
14163.0,0
14164.0,0
14165.0,0
14167.0,1
14171.0,0
14173.0,1
14174.0,1
14175.0,1
14176.0,0
14177.0,0
14178.0,1
14179.0,0
14180.0,1
14184.0,0
14185.0,0
14188.0,1
14189.0,1
14191.0,1
14193.0,0
14194.0,1
14195.0,0
14196.0,0
14198.0,1
14199.0,0
14201.0,0
14204.0,1
14205.0,1
14206.0,0
14208.0,0
14209.0,1
14210.0,0
14211.0,1
14212.0,0
14214.0,1
14215.0,1
14216.0,1
14217.0,1
14218.0,1
14219.0,1
14220.0,0
14221.0,1
14222.0,0
14223.0,0
14224.0,0
14226.0,1
14227.0,1
14229.0,0
14231.0,0
14232.0,1
14233.0,1
14234.0,1
14235.0,1
14236.0,0
14238.0,0
14239.0,1
14240.0,1
14241.0,0
14242.0,0
14243.0,1
14245.0,0
14246.0,0
14247.0,0
14248.0,0
14250.0,1
14251.0,1
14256.0,0
14257.0,1
14258.0,1
14259.0,0
14261.0,0
14262.0,1
14264.0,0
14265.0,0
14267.0,0
14270.0,0
14271.0,0
14272.0,0
14273.0,1
14276.0,0
14277.0,1
14280.0,0
14282.0,1
14284.0,1
14285.0,1
14286.0,1
14287.0,1
14288.0,0
14289.0,1
14290.0,1
14291.0,1
14292.0,1
14293.0,1
14295.0,0
14297.0,1
14298.0,1
14299.0,1
14300.0,1
14301.0,0
14304.0,0
14305.0,0
14306.0,1
14307.0,0
14309.0,1
14311.0,0
14312.0,1
14314.0,0
14315.0,1
14317.0,0
14320.0,0
14321.0,1
14323.0,0
14326.0,0
14327.0,0
14329.0,1
14331.0,0
14332.0,1
14333.0,0
14334.0,1
14335.0,1
14336.0,1
14338.0,0
14339.0,0
14340.0,0
14341.0,1
14342.0,1
14344.0,0
14345.0,1
14346.0,0
14348.0,0
14349.0,1
14350.0,0
14351.0,0
14352.0,0
14353.0,0
14354.0,1
14356.0,0
14357.0,0
14359.0,1
14360.0,1
14362.0,1
14364.0,0
14367.0,1
14368.0,0
14371.0,0
14375.0,0
14377.0,0
14379.0,0
14381.0,1
14382.0,1
14383.0,1
14385.0,1
14386.0,0
14387.0,1
14388.0,1
14389.0,1
14390.0,1
14393.0,0
14395.0,1
14396.0,1
14397.0,1
14400.0,0
14401.0,1
14403.0,0
14404.0,1
14406.0,0
14407.0,0
14408.0,1
14409.0,0
14410.0,1
14411.0,0
14412.0,1
14414.0,0
14415.0,1
14416.0,1
14418.0,1
14419.0,1
14420.0,0
14421.0,1
14422.0,1
14423.0,0
14424.0,1
14426.0,1
14427.0,0
14428.0,1
14431.0,0
14432.0,1
14434.0,1
14436.0,0
14437.0,0
14438.0,0
14439.0,0
14440.0,1
14441.0,1
14442.0,1
14443.0,0
14446.0,1
14447.0,1
14448.0,1
14449.0,1
14450.0,0
14451.0,0
14452.0,1
14453.0,0
14456.0,1
14457.0,0
14459.0,0
14460.0,0
14461.0,0
14462.0,1
14463.0,0
14465.0,0
14466.0,1
14467.0,1
14470.0,1
14472.0,0
14473.0,0
14474.0,0
14475.0,0
14476.0,0
14477.0,1
14479.0,0
14480.0,1
14481.0,0
14482.0,1
14483.0,0
14484.0,1
14485.0,1
14487.0,1
14488.0,0
14489.0,0
14491.0,0
14493.0,1
14494.0,1
14495.0,0
14496.0,0
14497.0,0
14498.0,1
14499.0,1
14500.0,0
14501.0,0
14502.0,1
14503.0,1
14504.0,1
14505.0,1
14506.0,1
14507.0,1
14508.0,1
14511.0,1
14512.0,0
14513.0,0
14514.0,0
14515.0,1
14517.0,1
14518.0,0
14520.0,1
14522.0,1
14523.0,0
14524.0,1
14525.0,1
14527.0,1
14528.0,0
14529.0,0
14530.0,1
14532.0,0
14533.0,1
14534.0,1
14535.0,0
14536.0,0
14537.0,0
14538.0,0
14539.0,1
14540.0,1
14541.0,0
14542.0,0
14543.0,1
14544.0,0
14546.0,1
14547.0,1
14548.0,0
14549.0,0
14550.0,1
14551.0,0
14552.0,0
14553.0,1
14554.0,1
14555.0,0
14557.0,0
14560.0,1
14561.0,0
14562.0,1
14565.0,0
14567.0,1
14569.0,1
14570.0,0
14572.0,1
14573.0,0
14577.0,1
14578.0,1
14581.0,1
14582.0,0
14583.0,1
14584.0,0
14585.0,1
14586.0,0
14587.0,1
14591.0,1
14592.0,1
14593.0,1
14594.0,1
14595.0,1
14597.0,1
14598.0,1
14600.0,0
14601.0,1
14606.0,1
14607.0,1
14608.0,1
14616.0,0
14618.0,1
14619.0,0
14620.0,0
14621.0,1
14622.0,0
14623.0,1
14624.0,1
14625.0,0
14626.0,1
14627.0,0
14628.0,0
14629.0,1
14631.0,1
14632.0,0
14633.0,0
14636.0,0
14638.0,0
14639.0,1
14640.0,1
14641.0,1
14642.0,0
14643.0,0
14644.0,1
14645.0,0
14646.0,1
14647.0,0
14649.0,1
14651.0,0
14652.0,0
14653.0,1
14655.0,1
14656.0,0
14657.0,1
14658.0,1
14659.0,1
14660.0,0
14661.0,1
14662.0,1
14664.0,1
14665.0,1
14666.0,1
14667.0,1
14669.0,0
14670.0,0
14672.0,0
14673.0,1
14675.0,1
14676.0,1
14680.0,1
14681.0,0
14682.0,0
14684.0,1
14687.0,0
14688.0,1
14689.0,0
14690.0,0
14691.0,1
14692.0,0
14693.0,0
14696.0,1
14697.0,0
14698.0,1
14699.0,0
14700.0,1
14701.0,1
14702.0,1
14703.0,1
14704.0,1
14708.0,1
14709.0,1
14710.0,1
14711.0,1
14712.0,1
14713.0,1
14714.0,1
14715.0,1
14716.0,1
14719.0,1
14720.0,1
14722.0,0
14723.0,1
14725.0,1
14727.0,0
14730.0,1
14731.0,0
14732.0,1
14733.0,1
14735.0,1
14737.0,1
14738.0,1
14739.0,1
14740.0,0
14741.0,1
14744.0,1
14745.0,0
14747.0,0
14748.0,1
14752.0,0
14753.0,0
14754.0,1
14755.0,1
14756.0,1
14757.0,0
14758.0,0
14759.0,1
14760.0,0
14761.0,0
14762.0,0
14764.0,1
14765.0,1
14766.0,1
14768.0,1
14769.0,1
14770.0,0
14772.0,0
14775.0,0
14776.0,1
14777.0,1
14778.0,0
14779.0,0
14780.0,0
14782.0,0
14784.0,1
14785.0,1
14788.0,1
14789.0,1
14790.0,1
14792.0,0
14793.0,1
14794.0,1
14795.0,0
14796.0,1
14798.0,0
14799.0,0
14800.0,1
14801.0,0
14803.0,0
14804.0,1
14805.0,1
14806.0,0
14808.0,0
14810.0,1
14815.0,1
14816.0,0
14817.0,0
14818.0,0
14819.0,0
14820.0,1
14823.0,0
14824.0,1
14825.0,1
14828.0,0
14829.0,1
14830.0,1
14834.0,1
14836.0,1
14837.0,0
14840.0,0
14841.0,1
14842.0,1
14844.0,0
14847.0,0
14849.0,1
14850.0,0
14851.0,1
14852.0,1
14853.0,1
14854.0,0
14855.0,0
14856.0,1
14857.0,1
14859.0,1
14860.0,1
14861.0,0
14862.0,1
14863.0,1
14865.0,1
14866.0,1
14867.0,0
14868.0,1
14869.0,1
14870.0,0
14871.0,1
14873.0,0
14875.0,1
14878.0,1
14880.0,0
14881.0,1
14882.0,1
14883.0,1
14885.0,0
14886.0,0
14888.0,0
14889.0,0
14890.0,0
14891.0,0
14893.0,1
14894.0,0
14895.0,1
14896.0,0
14897.0,1
14898.0,1
14901.0,1
14902.0,1
14903.0,1
14904.0,1
14905.0,0
14907.0,1
14908.0,0
14910.0,1
14911.0,1
14912.0,1
14913.0,1
14915.0,0
14916.0,0
14918.0,0
14920.0,0
14921.0,1
14923.0,1
14924.0,0
14929.0,1
14930.0,0
14931.0,1
14934.0,0
14935.0,0
14936.0,1
14937.0,0
14944.0,1
14946.0,1
14947.0,0
14948.0,1
14950.0,1
14951.0,0
14952.0,1
14953.0,1
14954.0,1
14957.0,0
14958.0,0
14959.0,0
14960.0,1
14961.0,1
14962.0,0
14963.0,1
14964.0,0
14965.0,0
14966.0,1
14967.0,0
14968.0,1
14970.0,0
14971.0,1
14972.0,0
14973.0,0
14974.0,1
14975.0,0
14976.0,0
14978.0,0
14981.0,0
14984.0,1
14985.0,0
14987.0,1
14988.0,0
14995.0,1
14997.0,0
14998.0,0
15000.0,0
15002.0,0
15004.0,0
15005.0,1
15006.0,1
15007.0,0
15009.0,1
15010.0,0
15012.0,1
15014.0,1
15016.0,0
15017.0,1
15018.0,1
15019.0,0
15021.0,1
15022.0,1
15023.0,1
15024.0,1
15025.0,1
15026.0,0
15027.0,1
15028.0,1
15030.0,0
15031.0,1
15032.0,0
15033.0,1
15034.0,1
15035.0,0
15036.0,0
15038.0,1
15039.0,1
15041.0,0
15042.0,0
15044.0,1
15045.0,0
15046.0,1
15047.0,0
15048.0,1
15049.0,0
15050.0,1
15051.0,1
15052.0,0
15053.0,1
15054.0,1
15057.0,0
15058.0,1
15059.0,1
15060.0,1
15061.0,1
15062.0,1
15063.0,0
15065.0,0
15066.0,1
15067.0,0
15068.0,1
15069.0,0
15071.0,0
15073.0,1
15074.0,0
15075.0,0
15076.0,0
15078.0,1
15079.0,0
15081.0,1
15083.0,0
15087.0,0
15088.0,1
15089.0,1
15090.0,0
15091.0,0
15092.0,0
15093.0,1
15095.0,0
15096.0,1
15097.0,1
15098.0,1
15099.0,0
15100.0,0
15101.0,1
15103.0,1
15104.0,0
15105.0,1
15106.0,1
15107.0,0
15108.0,0
15109.0,0
15110.0,1
15111.0,0
15113.0,1
15114.0,1
15115.0,1
15116.0,1
15117.0,1
15119.0,0
15120.0,0
15121.0,1
15122.0,0
15123.0,1
15124.0,1
15125.0,1
15127.0,0
15128.0,1
15129.0,1
15130.0,0
15132.0,1
15133.0,0
15134.0,1
15135.0,0
15136.0,1
